Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6BhwbBtaXivvPHmHCZmxkT,"Ani Kuni - Edit","Ani Kuni","Polo & Pan",2021-05-07,169266,52,false,teage03,2024-10-12T07:19:38Z,"french indie pop,french house","Universal Music Division Virgin Music Distribution Deal",0.704,0.669,0,-5.691,1,0.0309,0.0862,0.348,0.108,0.305,121.005,4
spotify:track:7wXakijrSKkpvrdPYwJr7t,"Fuji","Fuji","BRUCKNER",2021-06-18,148708,29,false,teage03,2024-10-12T07:24:38Z,"german indie,german pop","Columbia Local",0.796,0.749,7,-4.878,1,0.182,0.0414,0.00911,0.186,0.552,112.965,4
spotify:track:2nG54Y4a3sH9YpfxMolOyi,"Shy Away","Scaled And Icy","Twenty One Pilots",2021-05-21,175044,72,false,teage03,2024-10-12T07:24:39Z,"","Fueled By Ramen",0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,4
spotify:track:4laAKIq9ZxBCwf99rauPYb,"Remember","Remember","Becky Hill,David Guetta",2021-06-18,160766,74,false,teage03,2024-10-12T07:25:09Z,"edm,dance","Polydor Records",0.612,0.862,8,-2.903,1,0.037,0.041,0,0.0907,0.354,123.849,4
spotify:track:1E7BFqr1XUEk9jB9PFFsQA,"Behind Blue Eyes","Behind Blue Eyes","Tokio Hotel,VIZE",2021-05-27,170418,40,false,teage03,2024-10-12T07:25:17Z,"slap house","Epic Local",0.79,0.791,7,-5.804,1,0.0485,0.019,0.0000082,0.104,0.317,127.96,4
spotify:track:3qhlB30KknSejmIvZZLjOD,"End of Beginning","DECIDE","Djo",2022-09-16,159245,92,false,teage03,2024-03-24T20:14:39Z,"","Djo",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
spotify:track:3HqcNJdZ2seoGxhn0wVNDK,"PROVENZA","MAÑANA SERÁ BONITO","KAROL G",2023-02-24,207626,86,false,teage03,2024-10-01T05:03:02Z,"reggaeton,latin,urbano latino","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",0.863,0.502,1,-7.912,1,0.0496,0.61,0.00765,0.11,0.567,111.029,4
spotify:track:3OHfY25tqY28d16oZczHc8,"Kill Bill","SOS","SZA",2022-12-09,153946,82,false,teage03,2024-07-04T03:04:24Z,"r&b","Top Dawg Entertainment/RCA Records",0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,4
spotify:track:629DixmZGHc7ILtEntuiWE,"LUNCH","HIT ME HARD AND SOFT","Billie Eilish",2024-05-17,179586,88,false,teage03,2024-05-20T05:00:46Z,"","Darkroom/Interscope Records",0.893,0.4,11,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4
spotify:track:51eSHglvG1RJXtL3qI5trr,"Slow It Down","Fireworks & Rollerblades","Benson Boone",2024-04-05,161831,89,false,teage03,2024-07-04T03:04:24Z,"","Night Street Records, Inc./Warner Records Inc.",0.432,0.583,8,-4.682,1,0.0687,0.174,0,0.0933,0.544,181.489,4
spotify:track:7KA4W4McWYRpgf0fWsJZWB,"See You Again (feat. Kali Uchis)","Flower Boy","Tyler The Creator,Kali Uchis",2017-07-21,180386,94,true,teage03,2024-07-04T03:04:24Z,"","Columbia",0.558,0.559,6,-9.222,1,0.0959,0.371,0.00000749,0.109,0.62,78.558,4
spotify:track:1NifMX1JqCz9caJowG8dxq,"ZEIT DASS SICH WAS DREHT","ZEIT DASS SICH WAS DREHT","$OHO BANI,Herbert Grönemeyer,Ericson",2024-02-23,153974,68,true,teage03,2024-05-17T07:24:35Z,"german indie,german hip hop,neue deutsche welle,german pop,schlager","Epic/$OHO BANI",0.692,0.644,0,-6.694,1,0.117,0.0906,0,0.13,0.354,140.012,4
spotify:track:1uUgy87UHT9rlbxHirty3g,"Zukunft Pink (feat. Inéz)","Love Songs","Peter Fox,Inéz",2023-05-26,231546,4,true,teage03,2023-06-11T10:38:31Z,"german pop","Warner Music Central Europe",0.907,0.734,1,-7.415,1,0.0492,0.513,0.000103,0.558,0.617,118.026,4
spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Seven (feat. Latto) (Explicit Ver.)","GOLDEN","Jung Kook,Latto",2023-11-03,183550,86,true,teage03,2024-07-04T03:04:24Z,"k-pop","BIGHIT MUSIC",0.79,0.831,11,-4.185,1,0.044,0.312,0,0.0797,0.872,124.987,4
spotify:track:2sTXJinZQxl58tFCTYtEqa,"tempo","tempo","Sampagne,badchieff,CRO",2024-02-16,164745,67,false,teage03,2024-03-24T20:16:15Z,"german hip hop,german indie,german pop","Sampagne",0.877,0.595,8,-9.502,1,0.0449,0.403,0.00056,0.0753,0.718,117.934,4
spotify:track:3U5JVgI2x4rDyHGObzJfNf,"Unwritten","Unwritten","Natasha Bedingfield",2004-08-30,259333,91,false,teage03,2024-03-24T20:14:39Z,"","Sony Music CG",0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,4
spotify:track:331l3xABO0HMr1Kkyh2LZq,"I Don't Wanna Wait","I Don't Wanna Wait","David Guetta,OneRepublic",2024-04-05,149667,87,false,teage03,2024-05-17T07:24:35Z,"edm,dance,soft pop","Parlophone UK",0.681,0.714,1,-4.617,0,0.0309,0.0375,0,0.232,0.554,129.976,4
spotify:track:1EjIXKhNHI00ZLMRpS8iz8,"The Code","The Code","Nemo",2024-02-29,180141,73,false,teage03,2024-05-17T07:24:35Z,"","Better Now Records",0.542,0.77,5,-3.852,0,0.147,0.215,0,0.0893,0.489,159.818,4
spotify:track:48lxT5qJF0yYyf2z4wB4xW,"Pedro","Pedro","Jaxomy,Agatino Romero,Raffaella Carrà",2024-03-29,144846,81,false,teage03,2024-05-17T07:24:35Z,"italo dance","Columbia/B1 Recordings/Ultra Records",0.788,0.936,9,-6.294,1,0.301,0.0229,0.0000013,0.311,0.844,151.019,4
spotify:track:6dODwocEuGzHAavXqTbwHv,"Fortnight (feat. Post Malone)","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift,Post Malone",2024-04-19,228965,76,false,teage03,2024-05-17T07:24:35Z,"","Taylor Swift",0.504,0.386,11,-10.976,1,0.0308,0.502,0.0000153,0.0961,0.281,192.004,4
spotify:track:2KWFdiISK7stzhLlQnGyQ7,"That's the Way It Is","That's the Way It Is","Anastasia Rose,Marc Kiss",2024-04-19,178000,42,false,teage03,2024-07-20T20:13:34Z,"","My.Cover.Music",0.736,0.881,8,-4.462,1,0.0425,0.0094,0.00000561,0.0816,0.222,124.015,4
spotify:track:6Y4rniIxibegzsg8cdWAWV,"BODYGUARD","COWBOY CARTER","Beyoncé",2024-03-29,240254,74,true,teage03,2024-05-17T07:24:35Z,"","Parkwood Entertainment/Columbia",0.726,0.779,4,-5.432,0,0.0551,0.0137,0.000235,0.365,0.539,119.031,4
spotify:track:23RoR84KodL5HWvUTneQ1w,"(It Goes Like) Nanana - Edit","(It Goes Like) Nanana [Edit]","Peggy Gou",2023-06-15,231545,81,false,teage03,2023-10-20T19:40:44Z,"","XL Recordings",0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,4
spotify:track:7nBXjkwud44zozBz69UWJt,"Sarà perché ti amo","Sarà perché ti amo","Crystal Rock,DJ Herzbeat,Juan Daniél",2023-07-21,145384,43,false,teage03,2023-07-20T17:15:18Z,"slap house,schlager,schlagerparty","My.Cover.Music",0.754,0.927,1,-3.614,1,0.0467,0.0334,0,0.116,0.901,129.94,4
spotify:track:3H7ihDc1dqLriiWXwsc2po,"Breaking Me","Breaking Me","Topic,A7S",2019-12-19,166793,77,false,teage03,2021-01-03T17:14:41Z,"","Virgin",0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,4
spotify:track:2grS8y9w2vVp7sDJ3RnSx9,"Cynical","Cynical","twocolors,Safri Duo,Chris de Sarandy",2023-06-30,191365,10,false,teage03,2023-10-20T19:40:44Z,"","Virgin",0.69,0.84,11,-6.947,1,0.0573,0.0268,0.0000306,0.363,0.493,129.935,4
spotify:track:65XqKGng0h5QhvA8GNpUfT,"Anti-Hero","Anti-Hero","Crystal Rock,Anastasia Rose",2023-02-24,176000,43,false,teage03,2023-06-11T10:42:04Z,"slap house","My.Cover.Music",0.71,0.87,9,-5.365,1,0.0713,0.0617,0.0000248,0.108,0.536,128.02,4
spotify:track:2UrKwpJwcoOlYZpooWD1hY,"Training Season","Training Season","Dua Lipa",2024-02-16,209487,54,false,teage03,2024-03-24T20:14:39Z,"pop","Urban",0.812,0.587,5,-4.483,0,0.0477,0.0349,0.00000255,0.124,0.664,123.041,4
spotify:track:3pn5z4CvMz95uEysWBUYCc,"Für immer Frühling","Für immer Frühling","SOFFIE",2024-02-02,120000,68,false,teage03,2024-03-24T20:16:57Z,"german indie,german pop","soffie / Believe Artist Services",0.664,0.589,0,-8.177,1,0.0394,0.264,0,0.619,0.646,140.016,4
spotify:track:6yeZM8gyykjaf8w0GqRfK4,"Wildberry Lillet","Wildberry Lillet","Nina Chuba",2022-08-12,132000,65,false,teage03,2022-10-02T21:27:30Z,"german indie,german pop,german hip hop","Jive",0.891,0.511,1,-7.037,1,0.196,0.0714,0,0.0971,0.622,139.942,4
spotify:track:6pwwSI62T5var5mW3uTqs6,"Santa Maria","Luna","Luca Vasta",2024-05-17,176808,0,false,teage03,2024-05-26T11:00:16Z,"italo dance","Gelato Records",0.629,0.708,5,-5.668,0,0.0302,0.118,0.00046,0.0693,0.465,119.978,4
spotify:track:52A0oY4u5ufxrHC85JGf4x,"Why Why Why","Shawn","Shawn Mendes",2024-08-08,169041,66,true,teage03,2024-08-10T07:41:30Z,"","Shawn Mendes LP4-5 PS/ Island",0.576,0.735,7,-6.75,1,0.091,0.00662,0.00000268,0.475,0.455,104.992,4
spotify:track:4q5YezDOIPcoLr8R81x9qy,"I Can Do It With a Broken Heart","THE TORTURED POETS DEPARTMENT","Taylor Swift",2024-04-18,218004,82,true,teage03,2024-08-10T07:41:30Z,"","Taylor Swift",0.701,0.751,0,-8.39,1,0.0502,0.123,0,0.15,0.22,129.994,4
spotify:track:2bl81llf715VEEbAx03yvB,"Close To You","The Secret of Us","Gracie Abrams",2024-06-21,225973,74,false,teage03,2024-07-04T03:16:45Z,"","Gracie Abrams, under exclusive license to Interscope Records",0.59,0.727,6,-7.955,1,0.0706,0.0259,0.0000648,0.0827,0.356,121.966,4
spotify:track:7CBXOpFYUCfRjtQ1wMLMYR,"Aperol im Glas","Bülowstrasse","LEA,01099,Gustav,Zachi",2023-05-04,129845,56,false,teage03,2024-03-24T20:19:17Z,"german pop,german hip hop,german indie","Sony Music/Treppenhaus Records",0.814,0.617,0,-5.692,1,0.149,0.268,0.000259,0.121,0.473,130.024,4
spotify:track:4xhsWYTOGcal8zt0J161CU,"Lovin On Me","Lovin On Me","Jack Harlow",2023-11-10,138411,83,true,teage03,2024-05-17T07:25:32Z,"","Generation Now/Atlantic",0.943,0.558,2,-4.911,1,0.0568,0.0026,0.00000219,0.0937,0.606,104.983,4
spotify:track:55g4rnkPWozcmWW2a8MNMl,"Strawberry eyes","Strawberry eyes","Emilio",2024-03-15,158840,46,false,teage03,2024-03-24T20:16:57Z,"german pop,german indie","Jive",0.749,0.76,9,-5.698,0,0.0555,0.272,0,0.312,0.706,117.952,4
spotify:track:5nPbKG04fhLkIAjcPFaZq7,"I Adore You (feat. Daecolm)","I Adore You (feat. Daecolm)","HUGEL,Topic,Arash,Daecolm",2024-07-19,214000,91,false,teage03,2024-08-10T07:41:30Z,"latin house,afro house,techengue","Virgin",0.704,0.787,11,-6.751,0,0.0462,0.00926,0.00538,0.159,0.31,119.996,4
spotify:track:06spxvvLVo3m1GV3jT0ZjP,"My Oh My (with Bebe Rexha & Tove Lo)","My Oh My (with Bebe Rexha & Tove Lo)","Kylie Minogue,Bebe Rexha,Tove Lo",2024-07-11,181146,53,false,teage03,2024-08-10T07:41:30Z,"dance pop","BMG Rights Management (UK) Ltd.",0.654,0.65,5,-7.33,0,0.0403,0.0163,0.0000282,0.0834,0.496,125.067,4
spotify:track:6ZorLNYsF1KjjV9M2OSxAF,"Out My Head","Out My Head","Topic,A7S",2024-04-26,164000,64,false,teage03,2024-08-10T07:41:30Z,"","Virgin",0.674,0.729,10,-7.543,0,0.0673,0.0128,0.0000114,0.464,0.473,125.966,4
spotify:track:3lqamRh4EILIDACnAbl35t,"feelings don't lie","feelings don't lie","Ofenbach,salem ilese",2024-05-24,150824,51,false,teage03,2024-08-10T07:41:30Z,"","WEA France",0.573,0.594,0,-4.924,0,0.0277,0.0305,0.00000847,0.136,0.35,99.976,4
spotify:track:6wmR2TU2ke8vQP5Hv8TsVq,"Cruise","Cruise","ROYA",2024-07-05,175708,71,false,teage03,2024-08-10T07:41:30Z,"stutter house","Warner Music Central Europe",0.546,0.945,9,-4.622,0,0.0557,0.313,0.762,0.0828,0.0737,119.945,4
spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,"Scared To Start","Scared To Start","Michael Marcagi",2024-01-12,159636,84,false,teage03,2024-03-24T20:14:39Z,"","Warner Records",0.527,0.551,7,-11.258,1,0.0345,0.384,0.00000275,0.403,0.443,148.035,4
spotify:track:5N3hjp1WNayUPZrA8kJmJP,"Please Please Please","Please Please Please","Sabrina Carpenter",2024-06-06,186365,85,true,teage03,2024-07-04T03:06:14Z,"","Island Records",0.669,0.586,9,-6.073,1,0.054,0.274,0,0.104,0.579,107.071,4
spotify:track:48vIfHaK7by6x0T6ucpODL,"Make You Mine","Make You Mine","Madison Beer",2024-02-09,221709,81,false,teage03,2024-03-24T20:14:39Z,"","Epic/Sing It Loud",0.533,0.642,6,-6.315,0,0.0403,0.221,0.00697,0.238,0.488,123.128,4
spotify:track:7GUhiAHLoVy1V8ucQuZ3CB,"Popular (with Playboi Carti & Madonna)","The Highlights (Deluxe)","The Weeknd,Playboi Carti,Madonna",2024-02-09,215466,63,true,teage03,2024-03-24T20:14:39Z,"rage rap","Universal Republic Records",0.854,0.674,1,-6.23,1,0.184,0.0517,0.0000853,0.509,0.848,99.022,4
spotify:track:5crY7axm3GejOxy5PsnnPk,"Nothing Matters","Prelude to Ecstasy","The Last Dinner Party",2024-02-02,182623,74,true,teage03,2024-03-24T20:14:39Z,"","Universal-Island Records Ltd.",0.576,0.796,2,-5.1,1,0.0375,0.0219,0.000151,0.11,0.589,101.093,4
spotify:track:6sDfeHgrQvvBFdg88Qq8TM,"AUSMACHT","1996","Emilio",2022-07-01,148973,57,false,teage03,2024-08-10T09:03:39Z,"german pop,german indie","Jive",0.703,0.786,1,-6.818,0,0.309,0.258,0.0000236,0.184,0.522,125.258,4
spotify:track:2FdrRql2ltOBghZNvwcNrn,"know that you're not alone","know that you're not alone","Cat Burns",2023-11-01,176431,51,false,teage03,2024-03-24T20:14:39Z,"","Since 93",0.679,0.683,2,-2.775,1,0.0655,0.242,0.00000262,0.2,0.848,154.985,4
spotify:track:1LY3GhF0zxIVgbYEQjCbUO,"The Sound of Silence - CYRIL Remix","The Sound of Silence (CYRIL Remix)","Disturbed,CYRIL",2024-02-02,185238,86,false,teage03,2024-03-24T20:14:39Z,"metal,nu metal,alternative metal,rap metal,hard rock,rock","Spinnin' Records",0.68,0.721,6,-4.379,0,0.188,0.123,0,0.162,0.244,125.963,4
spotify:track:7wkTF8cHGCurrfNATqvJLc,"Mess It Up - Purple Disco Machine Remix","Mess It Up (Purple Disco Machine Remix)","The Rolling Stones,Purple Disco Machine",2023-11-17,215370,54,false,teage03,2024-08-10T07:55:52Z,"classic rock,rock,disco house,nu disco,funky house,house","Polydor Records",0.674,0.843,11,-4.324,0,0.0666,0.00133,0.0000701,0.107,0.768,123.049,4
spotify:track:3bK1zVFBKIzYjmptmI4NsJ,"Overdrive (feat. Norma Jean Martine)","Overdrive (feat. Norma Jean Martine)","Ofenbach,Norma Jean Martine",2023-10-06,155905,82,false,teage03,2024-03-24T20:14:39Z,"","Elektra France",0.611,0.757,6,-3.546,1,0.03,0.00257,0,0.058,0.279,126.963,4
spotify:track:4tKGFmENO69tZR9ahgZu48,"Murder On The Dancefloor","Read My Lips (Deluxe Version)","Sophie Ellis-Bextor",2002-06-06,230013,83,false,teage03,2024-03-24T20:14:39Z,"","Polydor Records",0.73,0.849,1,-5.281,0,0.0299,0.00234,0.0000257,0.312,0.887,117.308,4
spotify:track:7gaA3wERFkFkgivjwbSvkG,"yes and?","yes and?","Ariana Grande",2024-01-12,214994,76,true,teage03,2024-03-24T20:14:39Z,"pop","Republic Records",0.787,0.775,1,-6.614,1,0.0548,0.19,0.0000654,0.113,0.787,118.998,4
spotify:track:1Iq8oo9XkmmvCQiGOfORiz,"Is It Over Now? (Taylor's Version) (From The Vault)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,229477,77,false,teage03,2024-03-24T20:14:39Z,"","Taylor Swift",0.599,0.651,0,-7.343,1,0.035,0.0486,0,0.126,0.153,100.001,4
spotify:track:18dlAFKaajLjRgBNZZ4ThU,"Not My Fault (with Megan Thee Stallion)","Mean Girls (Music From The Motion Picture)","Reneé Rapp,Megan Thee Stallion",2024-01-12,170528,72,true,teage03,2024-07-04T03:23:25Z,"","Paramount Pictures/Interscope Records",0.811,0.792,1,-6.081,0,0.175,0.1,0,0.395,0.854,124.01,4
spotify:track:1vYXt7VSjH9JIM5oRRo7vA,"Dance The Night - From Barbie The Album","Dance The Night (From Barbie The Album)","Dua Lipa",2023-05-25,176579,85,false,teage03,2024-07-04T03:23:25Z,"pop","Atlantic Records",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4
spotify:track:6xp1u6ZEHXX8DxJIFFrVoP,"Little Things x Gypsy Woman - L BEATS MASHUP","Little Things x Gypsy Woman (L BEATS MASHUP)","Jorja Smith",2023-06-30,131000,72,false,teage03,2024-07-04T03:23:25Z,"","FAMM",0.644,0.879,6,-5.204,0,0.0761,0.00423,0.00000691,0.286,0.808,126.935,4
spotify:track:4NUmZ5svM1Bbmaz5udqUeJ,"Dreaming","Dreaming","Marshmello,P!nk,Sting",2023-10-20,170261,65,false,teage03,2024-03-24T20:14:39Z,"edm,soft rock","RCA Records Label",0.697,0.742,11,-6.404,0,0.0457,0.0194,0.000308,0.0837,0.783,124.969,4
spotify:track:5o4XJKRxUK6nXhFLAIS33A,"Gimme Love","Gimme Love","Sia",2023-09-13,177921,68,false,teage03,2024-03-24T20:24:43Z,"","Monkey Puzzle/Atlantic",0.327,0.82,11,-2.591,1,0.0465,0.0037,0.000876,0.614,0.311,96.479,4
spotify:track:2Zo1PcszsT9WQ0ANntJbID,"Feather","emails i can’t send fwd:","Sabrina Carpenter",2023-03-17,185552,87,true,teage03,2024-03-24T20:14:39Z,"","Island Records",0.791,0.694,6,-4.332,0,0.0335,0.0736,0.00000175,0.0958,0.826,123.508,4
spotify:track:0V3wPSX9ygBnCm8psDIegu,"Anti-Hero","Midnights","Taylor Swift",2022-10-21,200690,84,false,teage03,2024-08-10T07:52:27Z,"","Taylor Swift",0.633,0.648,4,-6.645,1,0.062,0.121,0.00000262,0.161,0.49,96.888,4
spotify:track:7hHrs2q5c5rtzHLJ2DKHTT,"Memory Lane","Memory Lane & Winter Song","Zara Larsson",2023-11-24,192133,32,true,teage03,2024-03-24T20:14:39Z,"","Sommer House/Epic",0.64,0.66,6,-4.732,1,0.0615,0.489,0.000516,0.142,0.534,95.902,4
spotify:track:1PEwRh4WQ3R1SvbxMNRAz6,"Slow Dancing","Slow Dancing","BOY LOCO",2024-03-01,200309,52,false,teage03,2024-03-24T20:14:39Z,"","Warner Music Central Europe",0.91,0.472,0,-10.102,1,0.0463,0.188,0.00002,0.0868,0.711,123.969,4
spotify:track:2HafqoJbgXdtjwCOvNEF14,"Si No Estás","Si No Estás","iñigo quintero",2022-09-23,184061,83,false,teage03,2023-10-20T19:40:44Z,"","Acqustic",0.537,0.421,5,-8.72,1,0.0285,0.827,0,0.138,0.524,98.224,4
spotify:track:0WtM2NBVQNNJLh6scP13H8,"Calm Down (with Selena Gomez)","Calm Down (with Selena Gomez)","Rema,Selena Gomez",2022-08-25,239317,84,false,teage03,2022-10-02T21:27:30Z,"afrobeats,afrobeat,afropop,afropiano","Mavin Records / Jonzing World",0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4
spotify:track:1YWr18dWRmuvPgAsPBsOow,"Forget You","Forget You","FAST BOY,Topic",2023-02-17,147986,67,false,teage03,2023-05-18T06:38:16Z,"","Virgin",0.708,0.709,7,-5.881,0,0.0641,0.157,0.0000019,0.142,0.511,128.034,4
spotify:track:4FWbsd91QSvgr1dSWwW51e,"TRUSTFALL","TRUSTFALL","P!nk",2023-01-27,237200,70,false,teage03,2023-02-05T07:05:28Z,"","RCA Records Label",0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032,4
spotify:track:5BfQq5cdMr5f5PVSz6yRpq,"Ode an den Bass","Ode an den Bass","PaulWetz",2024-01-19,200042,53,false,teage03,2024-03-24T20:19:17Z,"german indie","Columbia/IRRSINN Aufnahmen",0.87,0.824,4,-4.795,1,0.118,0.466,0.00205,0.158,0.601,124.01,4
spotify:track:3PBPLps3EbPjBSSOpKmJ8J,"Kleiner Finger Schwur","Kleiner Finger Schwur","Florian Künstler",2022-11-25,168306,59,false,teage03,2024-03-24T20:19:17Z,"german pop","Electrola",0.454,0.477,11,-7.734,1,0.0985,0.811,0.00000401,0.105,0.445,146.967,4
spotify:track:6Rbw34MeB02zIlnEk3ZtIZ,"Ein Traum","Ein Traum","Bosse",2023-05-26,169500,53,false,teage03,2024-03-24T20:19:17Z,"german pop,german indie","Vertigo Berlin",0.615,0.763,3,-5.675,1,0.0776,0.155,0.00476,0.249,0.795,141.991,4
spotify:track:6JiYhXnhJVCTlWkUpEFWor,"backseat bromance","backseat bromance","siovo",2022-11-25,185277,37,false,teage03,2024-03-24T20:19:17Z,"german indie,german pop","Four Music Local",0.611,0.703,10,-7.924,1,0.0766,0.199,0.0000107,0.0879,0.185,137.005,4
spotify:track:2thqF2hKNMubZksfpRvuNF,"Let It Rain Down (feat. PollyAnna)","Let It Rain Down (feat. PollyAnna)","Alle Farben,PollyAnna",2022-05-27,158704,54,false,teage03,2022-08-08T19:05:13Z,"","WM Germany",0.739,0.853,8,-4.184,1,0.0629,0.0306,0,0.102,0.344,124.921,4
spotify:track:6UelLqGlWMcVH1E5c4H7lY,"Watermelon Sugar","Fine Line","Harry Styles",2019-12-13,174000,88,false,teage03,2021-01-03T17:14:41Z,"","Columbia",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4
spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,"Sweater Weather","I Love You.","The Neighbourhood",2013-04-22,240400,93,false,teage03,2021-02-22T21:03:49Z,"","Columbia",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
spotify:track:5wANPM4fQCJwkGd4rN57mH,"drivers license","SOUR","Olivia Rodrigo",2021-05-21,242013,88,true,teage03,2021-08-24T07:34:19Z,"","Olivia Rodrigo PS",0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,4
spotify:track:2gMXnyrvIjhVBUZwvLZDMP,"Before You Go","Divinely Uninspired To A Hellish Extent (Extended Edition)","Lewis Capaldi",2019-11-22,215106,86,false,teage03,2021-01-03T17:14:41Z,"soft pop","Vertigo Berlin",0.459,0.574,3,-4.857,1,0.0577,0.608,0,0.0885,0.183,111.881,4
spotify:track:63unyYevuPaPwfOmLLVBuq,"Ocean Drive","Ocean Drive","KALUMA,Stephanie Schulte",2020-11-27,183056,48,false,teage03,2021-01-03T17:14:41Z,"slap house","My.Cover.Music",0.747,0.735,8,-8.015,0,0.0861,0.139,0.00285,0.126,0.848,118.037,4
spotify:track:5mjYQaktjmjcMKcUIcqz4s,"Strangers","Strangers","Kenya Grace",2023-09-01,172964,80,false,teage03,2023-10-20T19:40:44Z,"","Warner Records/Major Recordings",0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,4
spotify:track:6Sg6Zpg3jKGhS0drWoawRt,"Unstoppable","Unstoppable","Crystal Rock,LØU,ROBIN WHITE,EMMA LX",2022-07-08,156000,42,false,teage03,2023-10-20T19:40:44Z,"slap house,hypertechno","My.Cover.Music",0.582,0.921,6,-3.452,0,0.254,0.000917,0.000231,0.358,0.426,120.152,4
spotify:track:2F2p7b5Xq20mRyEeWYaeUF,"Substitution (feat. Julian Perretta)","Substitution (feat. Julian Perretta)","Purple Disco Machine,Kungs,Julian Perretta",2023-03-30,181477,73,false,teage03,2023-10-20T19:40:44Z,"disco house,nu disco,funky house,house","Columbia Local",0.69,0.89,0,-4.866,0,0.0507,0.00903,0.0000161,0.188,0.713,124.018,4
spotify:track:67eYAnkdTu8BMcIx29z26L,"Makeba - Ian Asher Remix","Makeba (Ian Asher Remix)","Jain,Ian Asher",2023-01-13,125178,73,false,teage03,2023-10-20T19:40:44Z,"french pop,p-pop","Columbia",0.651,0.937,7,-4.078,1,0.0468,0.236,0.0975,0.119,0.666,123.993,4
spotify:track:3xIMkM5LgbVDkpO74O3Np3,"Rush","Rush","Troye Sivan",2023-07-13,156391,32,true,teage03,2023-10-20T19:40:44Z,"","EMI Recorded Music Australia Pty Ltd",0.728,0.841,10,-7.682,0,0.0567,0.00242,0.0000909,0.106,0.402,125.991,4
spotify:track:6f3Slt0GbA2bPZlz0aIFXN,"The Business","The Business","Tiësto",2020-09-16,164000,77,false,teage03,2022-01-02T13:32:14Z,"edm,trance,big room,house,dance","Atlantic Records",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4
spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,"Rasputin","Rasputin","Majestic,Boney M.",2021-02-26,186209,82,false,teage03,2021-08-04T07:23:09Z,"disco","NITRON music",0.758,0.913,6,-2.926,0,0.113,0.00364,0.0000692,0.193,0.658,128.04,4
spotify:track:3M9Apu4OZfylLTFKvgEtKa,"Ritual","Ritual","Tiësto,Jonas Blue,Rita Ora",2019-05-31,198995,64,false,teage03,2023-06-27T05:50:10Z,"edm,trance,big room,house,dance,tropical house","Universal Music, a division of Universal International Music BV",0.647,0.726,3,-4.389,0,0.0552,0.157,0,0.0844,0.767,114.996,4
spotify:track:6i7zAdNhzUN2k1HcrBxPHG,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)","Head Shoulders Knees & Toes (feat. Norma Jean Martine)","Ofenbach,Quarterhead,Norma Jean Martine",2020-05-08,156960,62,false,teage03,2021-02-22T21:02:12Z,"","Elektra France",0.798,0.828,2,-5.36,1,0.193,0.0247,0.00000255,0.121,0.6,124.962,4
spotify:track:3Be7CLdHZpyzsVijme39cW,"What's Love Got to Do with It","What's Love Got to Do with It","Kygo,Tina Turner",2020-07-17,208156,72,false,teage03,2022-08-08T19:00:48Z,"tropical house","Kygo",0.75,0.664,8,-5.908,0,0.154,0.275,0,0.0632,0.617,105.023,4
spotify:track:4zN21mbAuaD0WqtmaTZZeP,"Ferrari","Ferrari","James Hype,Miggy Dela Rosa",2022-04-01,186661,81,false,teage03,2022-06-07T17:37:27Z,"house,tech house","Universal-Island Records Ltd.",0.847,0.69,1,-7.877,0,0.0493,0.0127,0.00006,0.0526,0.692,125.004,4
